sentence,gold_terms,term_type,source_dataset,is_single_word,is_multiword
"I tagged you in that post, TMB when you see it.",TMB,slang,genz_brainrot_slang,1,0
"Whoa, that’s TMI about your weekend!",TMI,slang,genz_brainrot_slang,1,0
"You’ll love that restaurant, TMOT!",TMOT,slang,genz_brainrot_slang,1,0
This workload is TMTH today.,TMTH,slang,genz_brainrot_slang,1,0
"I’m heading out now, TMYL so I can meet you.",TMYL,slang,genz_brainrot_slang,1,0
"TMWFI, that movie is amazing.",TMWFI,slang,genz_brainrot_slang,1,0
You think that’s a free offer? TNSTAAFL.,TNSTAAFL,slang,genz_brainrot_slang,1,0
"It’s been fun, TNT!",TNT,slang,genz_brainrot_slang,1,0
"When I saw the surprise, I had TOJ!",TOJ,slang,genz_brainrot_slang,1,0
Make sure you read the TOS before signing up.,TOS,slang,genz_brainrot_slang,1,0
I’m totes excited for the trip!,TOTES,slang,genz_brainrot_slang,1,0
"Just wanted to say hi, TOU.",TOU,slang,genz_brainrot_slang,1,0
"Hope you’re doing well, TOY!",TOY,slang,genz_brainrot_slang,1,0
Let’s meet TPM for coffee.,TPM,slang,genz_brainrot_slang,1,0
We’ll have to wait for approval from TPTB.,TPTB,slang,genz_brainrot_slang,1,0
Just wanted to say TQ!,TQ,slang,genz_brainrot_slang,1,0
That movie had me TSH!,TSH,slang,genz_brainrot_slang,1,0
You got the last slice? TSNF!,TSNF,slang,genz_brainrot_slang,1,0
"Let’s finish this project, TSTB!",TSTB,slang,genz_brainrot_slang,1,0
That hashtag is the latest TT on Twitter.,TT,slang,genz_brainrot_slang,1,0
"Got to go, TTFN!",TTFN,slang,genz_brainrot_slang,1,0
I TTLY agree with you on that!,TTLY,slang,genz_brainrot_slang,1,0
"Don’t worry, TTTT—it’ll get better.",TTTT,slang,genz_brainrot_slang,1,0
"I’ve got to run, TTUL!",TTUL,slang,genz_brainrot_slang,1,0
TU for all your help today!,TU,slang,genz_brainrot_slang,1,0
"You’ve been caught, I’m TUI!",TUI,slang,genz_brainrot_slang,1,0
The party was TURNT last night!,TURNT,slang,genz_brainrot_slang,1,0
"The comment was too funny not to say, TWSS!",TWSS,slang,genz_brainrot_slang,1,0
"It’s getting late, TTG!",TTG,slang,genz_brainrot_slang,1,0
"I’m going offline, TTYAFN.",TTYAFN,slang,genz_brainrot_slang,1,0
"I’ve got to head out, TTYL!",TTYL,slang,genz_brainrot_slang,1,0
"Let’s catch up later, TTYS!",TTYS,slang,genz_brainrot_slang,1,0
TY for the gift!,TY,slang,genz_brainrot_slang,1,0
"TYFC, your donation means a lot!",TYFC,slang,genz_brainrot_slang,1,0
"TYFYC, I appreciate your feedback.",TYFYC,slang,genz_brainrot_slang,1,0
"I said it would rain, TYS!",TYS,slang,genz_brainrot_slang,1,0
"No rush, TYT!",TYT,slang,genz_brainrot_slang,1,0
TYSO for all your hard work!,TYSO,slang,genz_brainrot_slang,1,0
"You helped, but made it harder, TYAFY!",TYAFY,slang,genz_brainrot_slang,1,0
TYVM for the lovely gift!,TYVM,slang,genz_brainrot_slang,1,0
TX for the quick reply!,TX,slang,genz_brainrot_slang,1,0
You think I’m wrong? ^URS!,^URS,slang,genz_brainrot_slang,1,0
"That joke was hilarious, UCMU!",UCMU,slang,genz_brainrot_slang,1,0
"Woke up with a bruise, total UDI from last night.",UDI,slang,genz_brainrot_slang,1,0
"You fixed the issue, UDM!",UDM,slang,genz_brainrot_slang,1,0
"Things got heated last night, total UDS.",UDS,slang,genz_brainrot_slang,1,0
That result was UFB!,UFB,slang,genz_brainrot_slang,1,0
The meeting is postponed UFN.,UFN,slang,genz_brainrot_slang,1,0
You just won the lottery? UFWM?,UFWM,slang,genz_brainrot_slang,1,0
They canceled the event? UGTBK!,UGTBK,slang,genz_brainrot_slang,1,0
You got that for free? UHGTBSM!,UHGTBSM,slang,genz_brainrot_slang,1,0
Best food in town? UKTR!,UKTR,slang,genz_brainrot_slang,1,0
I’ll UL the files to the server.,UL,slang,genz_brainrot_slang,1,0
U-L love this new song!,U-L,slang,genz_brainrot_slang,1,0
Please UNA in the report.,UNA,slang,genz_brainrot_slang,1,0
That accident was really UN4TUN8.,UN4TUN8,slang,genz_brainrot_slang,1,0
That game was UNBLEFBLE!,UNBLEFBLE,slang,genz_brainrot_slang,1,0
The results are still UNCRTN.,UNCRTN,slang,genz_brainrot_slang,1,0
"That joke was funny, but definitely UNPC.",UNPC,slang,genz_brainrot_slang,1,0
"You seem upset, UOK?",UOK,slang,genz_brainrot_slang,1,0
UR the best!,UR,slang,genz_brainrot_slang,1,0
"You solved that puzzle so quickly, UR2YS4ME!",UR2YS4ME,slang,genz_brainrot_slang,1,0
"Thanks for helping with the project, URA*!",URA*,slang,genz_brainrot_slang,1,0
URH in that outfit!,URH,slang,genz_brainrot_slang,1,0
"Thanks for the gift, URSKTM!",URSKTM,slang,genz_brainrot_slang,1,0
"You nailed that presentation, URTM!",URTM,slang,genz_brainrot_slang,1,0
Thanks for your help! URW!,URW,slang,genz_brainrot_slang,1,0
I’ll keep this job USBCA.,USBCA,slang,genz_brainrot_slang,1,0
I USU work from home on Fridays.,USU,slang,genz_brainrot_slang,1,0
I’ve been playing UT all weekend!,UT,slang,genz_brainrot_slang,1,0
"Hurry up, UT2L!",UT2L,slang,genz_brainrot_slang,1,0
What’s the best option? UTM.,UTM,slang,genz_brainrot_slang,1,0
That outfit was a total UV!,UV,slang,genz_brainrot_slang,1,0
Thanks for helping me! UW!,UW,slang,genz_brainrot_slang,1,0
We need to improve the UX of this website.,UX,slang,genz_brainrot_slang,1,0
That’s V impressive!,V,slang,genz_brainrot_slang,1,0
The total cost includes VAT.,VAT,slang,genz_brainrot_slang,1,0
You can totally see her VBL in that top.,VBL,slang,genz_brainrot_slang,1,0
I saw the surprise and had a VBS!,VBS,slang,genz_brainrot_slang,1,0
Let’s hop on VC to discuss the project.,VC,slang,genz_brainrot_slang,1,0
He made a VEG when he pulled the prank.,VEG,slang,genz_brainrot_slang,1,0
That meme was VFF!,VFF,slang,genz_brainrot_slang,1,0
This laptop is great VFM.,VFM,slang,genz_brainrot_slang,1,0
This phone is secondhand but in VGC.,VGC,slang,genz_brainrot_slang,1,0
"That was a tough match, but VGG!",VGG,slang,genz_brainrot_slang,1,0
You played a VGH in that round.,VGH,slang,genz_brainrot_slang,1,0
He’s got VIP access to the event.,VIP,slang,genz_brainrot_slang,1,0
I left you a VM about the meeting.,VM,slang,genz_brainrot_slang,1,0
That dress looks VN on you!,VN,slang,genz_brainrot_slang,1,0
You won the game with a VNH.,VNH,slang,genz_brainrot_slang,1,0
We use VoIP for all our office calls.,VoIP,slang,genz_brainrot_slang,1,0
I’m VRY excited for the weekend!,VRY,slang,genz_brainrot_slang,1,0
That comment made me VSC.,VSC,slang,genz_brainrot_slang,1,0
"I missed the event, VSF.",VSF,slang,genz_brainrot_slang,1,0
Your presentation was VWD!,VWD,slang,genz_brainrot_slang,1,0
"You outsmarted me in that game, VWP!",VWP,slang,genz_brainrot_slang,1,0
W@ did you just say?,W@,slang,genz_brainrot_slang,1,0
I’m going to the movies W/ my friends.,W/,slang,genz_brainrot_slang,1,0
"You’ve been gone for a while, W/B!",W/B,slang,genz_brainrot_slang,0,1
Check out the latest updates on W3!,W3,slang,genz_brainrot_slang,1,0
"W8, I need to check something first.",W8,slang,genz_brainrot_slang,1,0
"I’m WAH today, so I’ll be online later.",WAH,slang,genz_brainrot_slang,1,0
"He cut me off in traffic, WAJ!",WAJ,slang,genz_brainrot_slang,1,0
"WAM, I need to grab my keys.",WAM,slang,genz_brainrot_slang,1,0
WAN2 grab lunch later?,WAN2,slang,genz_brainrot_slang,1,0
"Feeling bored, WAN2TLK?",WAN2TLK,slang,genz_brainrot_slang,1,0
"Be careful downloading WAREZ, it could be risky.",WAREZ,slang,genz_brainrot_slang,1,0
"WAS, I need to check my calendar.",WAS,slang,genz_brainrot_slang,1,0
"I’m not sure, just taking a WAS.",WAS,slang,genz_brainrot_slang,1,0
WAT are you talking about?,WAT,slang,genz_brainrot_slang,1,0
"We’ve been driving for hours, WAWA?",WAWA,slang,genz_brainrot_slang,1,0
Nice to meet you! WAYF?,WAYF,slang,genz_brainrot_slang,1,0
"Let me know your thoughts, W/B when you can.",W/B,slang,genz_brainrot_slang,0,1
"You’ve been offline for a while, WB!",WB,slang,genz_brainrot_slang,1,0
"Looking forward to hearing from you, WBS!",WBS,slang,genz_brainrot_slang,1,0
"I’m doing well, WBU?",WBU,slang,genz_brainrot_slang,1,0
"Thanks for the invite, WC!",WC,slang,genz_brainrot_slang,1,0
"I missed the meeting, but WC?",WC,slang,genz_brainrot_slang,1,0
"It didn’t go as planned, but WCA.",WCA,slang,genz_brainrot_slang,1,0
You don’t agree? W/E.,W/E,slang,genz_brainrot_slang,0,1
I’m planning to relax this W/END.,W/END,slang,genz_brainrot_slang,0,1
"I didn’t like the movie, but WE.",WE,slang,genz_brainrot_slang,1,0
I looked it up on WEBO.,WEBO,slang,genz_brainrot_slang,1,0
"He’s such a WEEBO, always watching anime.",WEEBO,slang,genz_brainrot_slang,1,0
What’s your favorite WEP in the game?,WEP,slang,genz_brainrot_slang,1,0
I need the WH5 of the event before I can plan.,WH5,slang,genz_brainrot_slang,1,0
"They can do what they want, WHATEVES.",WHATEVES,slang,genz_brainrot_slang,1,0
WIBNI we could take a vacation right now?,WIBNI,slang,genz_brainrot_slang,1,0
"You’re acting like the boss, WDALYIC?",WDALYIC,slang,genz_brainrot_slang,1,0
"I just found out the news, WDYK?",WDYK,slang,genz_brainrot_slang,1,0
"I’m considering getting a new phone, WDYT?",WDYT,slang,genz_brainrot_slang,1,0
"I’m not sure about the plan, WGACA?",WGACA,slang,genz_brainrot_slang,1,0
"I’ll help, but WIIFM?",WIIFM,slang,genz_brainrot_slang,1,0
"After that victory, I can say WISP!",WISP,slang,genz_brainrot_slang,1,0
"I don’t get it, WITP of this task?",WITP,slang,genz_brainrot_slang,1,0
WITW is happening over there?,WITW,slang,genz_brainrot_slang,1,0
"We’re running out of time, WIU!",WIU,slang,genz_brainrot_slang,1,0
I’ve got a busy WK ahead.,WK,slang,genz_brainrot_slang,1,0
Can’t wait for the WKD!,WKD,slang,genz_brainrot_slang,1,0
"WRT your last email, I have some questions.",WRT,slang,genz_brainrot_slang,1,0
"He didn’t even try, WL!",WL,slang,genz_brainrot_slang,1,0
I can’t finish this W/O more information.,W/O,slang,genz_brainrot_slang,0,1
Her painting is a real WOA.,WOA,slang,genz_brainrot_slang,1,0
"He’s so WOKE, always talking about social justice.",WOKE,slang,genz_brainrot_slang,1,0
That project was a total WOMBAT.,WOMBAT,slang,genz_brainrot_slang,1,0
I’ve been playing WOW all night!,WOW,slang,genz_brainrot_slang,1,0
"I’m at WRK right now, can’t talk.",WRK,slang,genz_brainrot_slang,1,0
"We’re all waiting for you, WRU?",WRU,slang,genz_brainrot_slang,1,0
"I’m already here, WRU@?",WRU@,slang,genz_brainrot_slang,1,0
WRUD later tonight?,WRUD,slang,genz_brainrot_slang,1,0
"WTB a new gaming console, any recommendations?",WTB,slang,genz_brainrot_slang,1,0
WTF is going on here?,WTF,slang,genz_brainrot_slang,1,0
"You didn’t agree? WTFE, I don’t care.",WTFE,slang,genz_brainrot_slang,1,0
You seriously forgot the meeting? WTFO?,WTFO,slang,genz_brainrot_slang,1,0
You aced the test! WTG!,WTG,slang,genz_brainrot_slang,1,0
"We can talk more freely, WTGP?",WTGP,slang,genz_brainrot_slang,1,0
WTH is happening right now?,WTH,slang,genz_brainrot_slang,1,0
"I got the promotion, WTM?",WTM,slang,genz_brainrot_slang,1,0
I WTS my old gaming gear.,WTS,slang,genz_brainrot_slang,1,0
"I have an extra keyboard, WTT for your headphones?",WTT,slang,genz_brainrot_slang,1,0
"Hey, WU?",WU,slang,genz_brainrot_slang,1,0
The software’s WUCIWUG interface makes it easy to use.,WUCIWUG,slang,genz_brainrot_slang,1,0
Nice to meet you! WUF?,WUF,slang,genz_brainrot_slang,1,0
"Long time no chat, WUP?",WUP,slang,genz_brainrot_slang,1,0
WUT did you just say?,WUT,slang,genz_brainrot_slang,1,0
WUW for dinner tonight?,WUW,slang,genz_brainrot_slang,1,0
"Hey, WUU2 this weekend?",WUU2,slang,genz_brainrot_slang,1,0
WUZ that a good idea?,WUZ,slang,genz_brainrot_slang,1,0
"In tough situations, ask yourself WWJD.",WWJD,slang,genz_brainrot_slang,1,0
"Before making a decision, think WWJD.",WWJD,slang,genz_brainrot_slang,1,0
She finished her project early—WWNC!,WWNC,slang,genz_brainrot_slang,1,0
"I’ll be waiting for your email, WWYC.",WWYC,slang,genz_brainrot_slang,1,0
"I’ve got some news, WYCM later?",WYCM,slang,genz_brainrot_slang,1,0
WYD this afternoon?,WYD,slang,genz_brainrot_slang,1,0
"Could you send me the file, WYGAM?",WYGAM,slang,genz_brainrot_slang,1,0
"Let’s chat about the project, WYHAM.",WYHAM,slang,genz_brainrot_slang,1,0
Opportunities come WYLEI.,WYLEI,slang,genz_brainrot_slang,1,0
"The job offer is straightforward, WYSIWYG.",WYSIWYG,slang,genz_brainrot_slang,1,0
"This vacation is amazing, WYWH!",WYWH,slang,genz_brainrot_slang,1,0
That rollercoaster was X-1-10!,X-1-10,slang,genz_brainrot_slang,0,1
"Love you, X!",X,slang,genz_brainrot_slang,1,0
She’s X! Always multitasking.,X!,slang,genz_brainrot_slang,1,0
That joke had me XD!,XD,slang,genz_brainrot_slang,1,0
"I’ve got a plan, XD.",XD,slang,genz_brainrot_slang,1,0
"XME, could you move a little?",XME,slang,genz_brainrot_slang,1,0
"Missing you, XOXOXO!",XOXOXO,slang,genz_brainrot_slang,1,0
The presentation was XLNT!,XLNT,slang,genz_brainrot_slang,1,0
Let’s XLR8 and finish this project.,XLR8,slang,genz_brainrot_slang,1,0
I’ll XPOST this to another group.,XPOST,slang,genz_brainrot_slang,1,0
Ran into my XYL today.,XYL,slang,genz_brainrot_slang,1,0
"Hey, XYZ!",XYZ,slang,genz_brainrot_slang,1,0
Y? I don’t understand.,Y?,slang,genz_brainrot_slang,1,0
"That movie was boring, Y.",Y,slang,genz_brainrot_slang,1,0
"Thanks for helping me with the project, Y2K!",Y2K,slang,genz_brainrot_slang,1,0
What’s YA plan for the weekend?,YA,slang,genz_brainrot_slang,1,0
This list is full of YAA.,YAA,slang,genz_brainrot_slang,1,0
"Ugh, YABA in this manual!",YABA,slang,genz_brainrot_slang,1,0
You won the lottery? YARLY?,YARLY,slang,genz_brainrot_slang,1,0
"YAS, queen!",YAS,slang,genz_brainrot_slang,1,0
"Take care, YBIC.",YBIC,slang,genz_brainrot_slang,1,0
"If you skip this, YBS!",YBS,slang,genz_brainrot_slang,1,0
"The system crashed, and YCDBWYCID.",YCDBWYCID,slang,genz_brainrot_slang,1,0
Those leftovers? YCHT.,YCHT,slang,genz_brainrot_slang,1,0
"If you don’t believe me, YCLIU.",YCLIU,slang,genz_brainrot_slang,1,0
"That joke was hilarious, YCMU!",YCMU,slang,genz_brainrot_slang,1,0
I noticed YCT on that post.,YCT,slang,genz_brainrot_slang,1,0
I finished the project YD.,YD,slang,genz_brainrot_slang,1,0
"He nailed the jump, YEET!",YEET,slang,genz_brainrot_slang,1,0
I’ll check with my YF before making plans.,YF,slang,genz_brainrot_slang,1,0
The YG was polite and well-dressed.,YG,slang,genz_brainrot_slang,1,0
"You’re killing it at work, YGG!",YGG,slang,genz_brainrot_slang,1,0
They canceled the event? YGTBKM!,YGTBKM,slang,genz_brainrot_slang,1,0
"This heat is unbearable, YGTR.",YGTR,slang,genz_brainrot_slang,1,0
"Don’t fall for it, YHBT.",YHBT,slang,genz_brainrot_slang,1,0
"If you stay up late, YHBW.",YHBW,slang,genz_brainrot_slang,1,0
"Game over, YHL!",YHL,slang,genz_brainrot_slang,1,0
"Got it, YIU.",YIU,slang,genz_brainrot_slang,1,0
"YKW, I think we should just stay home.",YKW,slang,genz_brainrot_slang,1,0
"If you don’t like it, YKWYCD.",YKWYCD,slang,genz_brainrot_slang,1,0
The YL at the party was very charming.,YL,slang,genz_brainrot_slang,1,0
"That diet worked for me, but YMMV.",YMMV,slang,genz_brainrot_slang,1,0
"We might win the lottery, YNK!",YNK,slang,genz_brainrot_slang,1,0
Let’s take the trip—YOLO!,YOLO,slang,genz_brainrot_slang,1,0
What’s YR plan for the weekend?,YR,slang,genz_brainrot_slang,1,0
You’ll finish in an hour? YR.,YR,slang,genz_brainrot_slang,1,0
You think you can pull that off? YRYOCC.,YRYOCC,slang,genz_brainrot_slang,1,0
"Praying for you, YSIC.",YSIC,slang,genz_brainrot_slang,1,0
You remember? YSYD.,YSYD,slang,genz_brainrot_slang,1,0
Check out this video on YT!,YT,slang,genz_brainrot_slang,1,0
"Haven’t heard from you, YT?",YT,slang,genz_brainrot_slang,1,0
"Thanks for all your help, YTB!",YTB,slang,genz_brainrot_slang,1,0
The YTB session was lively and full of energy.,YTB,slang,genz_brainrot_slang,1,0
"Hurry up, YTTL!",YTTL,slang,genz_brainrot_slang,1,0
"You fixed my computer, YTG!",YTG,slang,genz_brainrot_slang,1,0
Thanks for the ride! YW!,YW,slang,genz_brainrot_slang,1,0
"We’re out of stock, YWHNB!",YWHNB,slang,genz_brainrot_slang,1,0
I won the game and was YWHOL!,YWHOL,slang,genz_brainrot_slang,1,0
"I didn’t win this time, but YWSYLS.",YWSYLS,slang,genz_brainrot_slang,1,0
You’re going to finish on time? YYSSW.,YYSSW,slang,genz_brainrot_slang,1,0
I scored a Z on that test.,Z,slang,genz_brainrot_slang,1,0
"I’m exhausted, time for Z.",Z,slang,genz_brainrot_slang,1,0
That’s what I Z.,Z,slang,genz_brainrot_slang,1,0
This place is a Z% with all the chaos.,Z%,slang,genz_brainrot_slang,1,0
"It’s ZH, goodnight!",ZH,slang,genz_brainrot_slang,1,0
"ZOMG, I can’t believe you did that!",ZOMG,slang,genz_brainrot_slang,1,0
Our school has a ZOT policy for bullying.,ZOT,slang,genz_brainrot_slang,1,0
"Hey, ZUP with you today?",ZUP,slang,genz_brainrot_slang,1,0
"I was so tired, I went to bed and was out in seconds, ZZZZ.",ZZZZ,slang,genz_brainrot_slang,1,0
